d1.name,d2.name,r2.frequency,r2.avg_years,d3.name
Diabetes,Arthrosis/spondylosis,66582,0.9513081613649335,Hyperlipidaemia
Diabetes,Arthrosis/spondylosis,49921,0.8241822078884637,Hypertension
Diabetes,Arthrosis/spondylosis,21342,1.32808546527973,Anxiety disorder
Diabetes,Arthrosis/spondylosis,10966,1.3730621922305308,Chronic kidney disease
Diabetes,Arthrosis/spondylosis,9512,1.3315811606391925,Obesity
Diabetes,Arthrosis/spondylosis,8464,1.4418714555765595,Heart failure
Diabetes,Arthrosis/spondylosis,6973,1.5998852717625125,Atrial fibrillation
Diabetes,Arthrosis/spondylosis,6342,3.421948912015137,COPD
Diabetes,Arthrosis/spondylosis,6178,1.3064098413726124,Hypothyroidism
Diabetes,Arthrosis/spondylosis,5515,1.5526745240253854,Retinopathy
Diabetes,Arthrosis/spondylosis,5261,1.0541722106063487,Ischemic heart disease
Diabetes,Arthrosis/spondylosis,4490,1.1902004454342985,Other arthropathies
Diabetes,Arthrosis/spondylosis,4460,1.340134529147982,Mood disorder
Diabetes,Arthrosis/spondylosis,3961,1.250189346124716,Urinary lithiasis
Diabetes,Arthrosis/spondylosis,3268,1.165544675642595,Gout and other crystal deposition diseases
Diabetes,Arthrosis/spondylosis,2940,1.4874149659863947,Tobacco dependence
Diabetes,Arthrosis/spondylosis,2759,1.5987676694454513,Extremity arteriopathy diseases
Diabetes,Arthrosis/spondylosis,2669,1.864743349569127,Motor disorders with no CVA
Diabetes,Arthrosis/spondylosis,2377,1.2822885990744637,Glaucoma
Diabetes,Arthrosis/spondylosis,2141,1.8360579168612798,Dementia
Diabetes,Arthrosis/spondylosis,2119,3.364794714487966,Asthma
Diabetes,Arthrosis/spondylosis,1595,3.546708463949843,Osteoporosis
Diabetes,Arthrosis/spondylosis,1494,2.111780455153949,Other organic mental disorder
Diabetes,Arthrosis/spondylosis,1458,0.7414266117969822,Fibromyalgia
Diabetes,Arthrosis/spondylosis,1202,3.3377703826955076,Gastroesophageal reflux disease
Diabetes,Arthrosis/spondylosis,1169,3.32420872540633,Psoriasis
Diabetes,Arthrosis/spondylosis,1165,1.311587982832618,Collagen diseases and vasculitis
Diabetes,Arthrosis/spondylosis,1149,3.6449086161879896,Hepatic steatosis
Diabetes,Arthrosis/spondylosis,966,1.7225672877846792,Alcohol dependence
Diabetes,Arthrosis/spondylosis,962,1.5415800415800416,Acquired heart diseases
Diabetes,Arthrosis/spondylosis,890,1.2157303370786516,Rheumatoid arthritis and related diseases
Diabetes,Arthrosis/spondylosis,880,1.6579545454545455,Age-related macular degeneration
Diabetes,Arthrosis/spondylosis,862,1.5243619489559164,Colorectal cancer
Diabetes,Arthrosis/spondylosis,839,1.4278903456495828,Lung and Bronchus Cancer
Diabetes,Arthrosis/spondylosis,805,3.562732919254658,Ischemic hepatitis except for cirrhosis
Diabetes,Arthrosis/spondylosis,509,1.4007858546168959,Prostate cancer
Diabetes,Arthrosis/spondylosis,451,2.008869179600887,Breast cancer
Diabetes,Arthrosis/spondylosis,435,1.3218390804597702,Bladder cancer
Diabetes,Arthrosis/spondylosis,392,1.7831632653061225,Leukemia
Diabetes,Arthrosis/spondylosis,384,1.5026041666666667,Occlusion or stenosis of precerebral arteries
Diabetes,Arthrosis/spondylosis,368,1.4076086956521738,Epilepsy
Diabetes,Arthrosis/spondylosis,356,1.75,Schizophrenia
Diabetes,Arthrosis/spondylosis,346,2.161849710982659,Extrapyramidal disorder
Diabetes,Arthrosis/spondylosis,344,1.25,Thyroid cancer
Diabetes,Arthrosis/spondylosis,326,1.7331288343558282,Sequelae of cerebrovascular diseases
Diabetes,Arthrosis/spondylosis,299,1.6321070234113713,Kidney and renal pelvis cancer
Diabetes,Arthrosis/spondylosis,285,3.575438596491228,Malabsorption and food intolerance
Diabetes,Arthrosis/spondylosis,278,1.4172661870503598,Non-Hodgkin's lymphoma
Diabetes,Arthrosis/spondylosis,274,1.4416058394160585,Head and neck cancer
Diabetes,Arthrosis/spondylosis,269,1.9553903345724908,Parkinson disease
Diabetes,Arthrosis/spondylosis,250,2.088,Ill-defined cerebrovascular disease and others
Diabetes,Arthrosis/spondylosis,223,1.7713004484304933,Disorders of adult personality and behaviour
Diabetes,Arthrosis/spondylosis,200,1.185,Uterine cancer
Diabetes,Arthrosis/spondylosis,193,3.2487046632124352,Hepatic cirrhosis
Diabetes,Arthrosis/spondylosis,183,1.3770491803278688,Peripheral and visceral artery aneurysms
Diabetes,Arthrosis/spondylosis,151,3.410596026490066,Dermatitis
Diabetes,Arthrosis/spondylosis,141,1.6808510638297873,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence
Diabetes,Arthrosis/spondylosis,130,3.3923076923076922,Regional enteritis and ulcerative colitis
Diabetes,Arthrosis/spondylosis,117,1.5213675213675213,Liver and Bile Duct Cancer
Diabetes,Arthrosis/spondylosis,107,1.0373831775700935,Ovarian cancer
Diabetes,Arthrosis/spondylosis,92,1.434782608695652,Melanoma
Diabetes,Arthrosis/spondylosis,88,1.4204545454545454,Bone and soft tissue sarcomas
Diabetes,Arthrosis/spondylosis,84,2.0833333333333335,Stomach cancer
Diabetes,Arthrosis/spondylosis,84,1.4880952380952381,Other substance dependece
Diabetes,Arthrosis/spondylosis,77,1.5454545454545454,Pancreatic cancer
Diabetes,Arthrosis/spondylosis,75,1.8133333333333332,Other functional disorder
Diabetes,Arthrosis/spondylosis,70,1.5285714285714285,Cervical cancer
