d1.name,d2.name,r2.frequency,r2.avg_years,d3.name
Diabetes,Ischemic heart disease,30515,0.5897099786990004,Hypertension
Diabetes,Ischemic heart disease,8477,1.2079745192874838,Heart failure
Diabetes,Ischemic heart disease,6216,3.83011583011583,Arthrosis/spondylosis
Diabetes,Ischemic heart disease,4809,3.737159492618008,Hyperlipidaemia
Diabetes,Ischemic heart disease,2021,3.793171697179614,Chronic kidney disease
Diabetes,Ischemic heart disease,1608,3.611318407960199,COPD
Diabetes,Ischemic heart disease,1558,0.7567394094993581,Acquired heart diseases
Diabetes,Ischemic heart disease,1204,3.9709302325581395,Obesity
Diabetes,Ischemic heart disease,1182,3.49746192893401,Anxiety disorder
Diabetes,Ischemic heart disease,1060,3.4962264150943394,Atrial fibrillation
Diabetes,Ischemic heart disease,692,3.514450867052023,Retinopathy
Diabetes,Ischemic heart disease,637,3.2103610675039245,Tobacco dependence
Diabetes,Ischemic heart disease,600,3.4466666666666668,Motor disorders with no CVA
Diabetes,Ischemic heart disease,538,4.70817843866171,Other arthropathies
Diabetes,Ischemic heart disease,498,3.289156626506024,Hypothyroidism
Diabetes,Ischemic heart disease,492,3.408536585365854,Ischemic hepatitis except for cirrhosis
Diabetes,Ischemic heart disease,429,3.5314685314685317,Osteoporosis
Diabetes,Ischemic heart disease,408,3.769607843137255,Mood disorder
Diabetes,Ischemic heart disease,359,3.6016713091922004,Asthma
Diabetes,Ischemic heart disease,349,3.2492836676217767,Age-related macular degeneration
Diabetes,Ischemic heart disease,340,3.1441176470588235,Gout and other crystal deposition diseases
Diabetes,Ischemic heart disease,316,3.7816455696202533,Other organic mental disorder
Diabetes,Ischemic heart disease,312,3.5801282051282053,Extremity arteriopathy diseases
Diabetes,Ischemic heart disease,289,3.615916955017301,Hepatic steatosis
Diabetes,Ischemic heart disease,223,3.5829596412556053,Dementia
Diabetes,Ischemic heart disease,198,3.4292929292929295,Urinary lithiasis
Diabetes,Ischemic heart disease,195,3.6615384615384614,Psoriasis
Diabetes,Ischemic heart disease,190,0.9631578947368421,Congenital cardiovascular anomalies
Diabetes,Ischemic heart disease,187,3.0481283422459895,Glaucoma
Diabetes,Ischemic heart disease,184,3.233695652173913,Lung and Bronchus Cancer
Diabetes,Ischemic heart disease,151,3.6754966887417218,Leukemia
Diabetes,Ischemic heart disease,148,3.47972972972973,Gastroesophageal reflux disease
Diabetes,Ischemic heart disease,131,3.633587786259542,Occlusion or stenosis of precerebral arteries
Diabetes,Ischemic heart disease,125,3.56,Epilepsy
Diabetes,Ischemic heart disease,105,3.2,Alcohol dependence
Diabetes,Ischemic heart disease,96,4.072916666666667,Collagen diseases and vasculitis
Diabetes,Ischemic heart disease,95,3.863157894736842,Breast cancer
Diabetes,Ischemic heart disease,79,3.7468354430379747,Kidney and renal pelvis cancer
Diabetes,Ischemic heart disease,74,3.9864864864864864,Schizophrenia
Diabetes,Ischemic heart disease,72,3.388888888888889,Extrapyramidal disorder
Diabetes,Ischemic heart disease,66,3.106060606060606,Fibromyalgia
Diabetes,Ischemic heart disease,56,3.142857142857143,Ill-defined cerebrovascular disease and others
Diabetes,Ischemic heart disease,55,3.4545454545454546,Colorectal cancer
Diabetes,Ischemic heart disease,49,3.5510204081632653,Bladder cancer
Diabetes,Ischemic heart disease,48,3.625,Hepatic cirrhosis
Diabetes,Ischemic heart disease,47,3.3617021276595747,Parkinson disease
Diabetes,Ischemic heart disease,47,3.6382978723404253,Sequelae of cerebrovascular diseases
Diabetes,Ischemic heart disease,40,3.175,Other substance dependece
Diabetes,Ischemic heart disease,37,3.5945945945945947,Rheumatoid arthritis and related diseases
Diabetes,Ischemic heart disease,37,4.486486486486487,Non-Hodgkin's lymphoma
Diabetes,Ischemic heart disease,34,3.0294117647058822,Peripheral and visceral artery aneurysms
Diabetes,Ischemic heart disease,33,2.727272727272727,HIV
Diabetes,Ischemic heart disease,31,4.451612903225806,Malabsorption and food intolerance
Diabetes,Ischemic heart disease,30,3.8666666666666667,Prostate cancer
Diabetes,Ischemic heart disease,27,4.481481481481482,Head and neck cancer
Diabetes,Ischemic heart disease,24,3.8333333333333335,Dermatitis
Diabetes,Ischemic heart disease,21,4.285714285714286,Regional enteritis and ulcerative colitis
Diabetes,Ischemic heart disease,20,3.2,Uterine cancer
Diabetes,Ischemic heart disease,18,2.9444444444444446,Cervical cancer
Diabetes,Ischemic heart disease,18,4.0,Ovarian cancer
Diabetes,Ischemic heart disease,17,6.176470588235294,Disorders of adult personality and behaviour
Diabetes,Ischemic heart disease,16,2.75,Intellectual disability
Diabetes,Ischemic heart disease,15,2.933333333333333,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence
Diabetes,Ischemic heart disease,15,3.8666666666666667,Melanoma
Diabetes,Ischemic heart disease,11,4.454545454545454,Other developmental disorder
Diabetes,Ischemic heart disease,11,4.818181818181818,Pancreatic cancer
Diabetes,Ischemic heart disease,10,2.2,Immunoproliferative neoplasm
Diabetes,Ischemic heart disease,9,3.5555555555555554,Thyroid cancer
Diabetes,Ischemic heart disease,8,2.0,Stomach cancer
Diabetes,Ischemic heart disease,8,4.5,Bone and soft tissue sarcomas
Diabetes,Ischemic heart disease,5,3.6,Other functional disorder
Diabetes,Ischemic heart disease,5,1.2,Liver and Bile Duct Cancer
Diabetes,Ischemic heart disease,3,1.6666666666666667,Autism
Diabetes,Ischemic heart disease,3,4.0,Kaposi's sarcoma
Diabetes,Ischemic heart disease,2,7.0,Eating disorder
Diabetes,Ischemic heart disease,1,4.0,Intra-abdominal artery disease
